COD_VAR;LIB_VAR;LIB_VAR_LONG;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
CODGEO;Code géographique;Code géographique;271;Biars-sur-Cère - Saint-Céré;CHAR;3
CODGEO;Code géographique;Code géographique;272;Pleyben - Châteaulin;CHAR;3
CODGEO;Code géographique;Code géographique;273;Chauny;CHAR;3
CODGEO;Code géographique;Code géographique;274;Pont-à-Mousson;CHAR;3
CODGEO;Code géographique;Code géographique;275;Apt;CHAR;3
CODGEO;Code géographique;Code géographique;276;Gray;CHAR;3
CODGEO;Code géographique;Code géographique;277;Péronne;CHAR;3
CODGEO;Code géographique;Code géographique;278;Mende;CHAR;3
CODGEO;Code géographique;Code géographique;279;Avallon;CHAR;3
CODGEO;Code géographique;Code géographique;280;Creutzwald;CHAR;3
CODGEO;Code géographique;Code géographique;281;Foix;CHAR;3
CODGEO;Code géographique;Code géographique;282;Lourdes;CHAR;3
CODGEO;Code géographique;Code géographique;283;Tergnier;CHAR;3
CODGEO;Code géographique;Code géographique;284;Saint-Girons;CHAR;3
CODGEO;Code géographique;Code géographique;285;Saint-Jean-de-Maurienne;CHAR;3
CODGEO;Code géographique;Code géographique;286;Belley;CHAR;3
CODGEO;Code géographique;Code géographique;287;Fourmies;CHAR;3
CODGEO;Code géographique;Code géographique;288;La Flèche;CHAR;3
CODGEO;Code géographique;Code géographique;289;Landivisiau;CHAR;3
CODGEO;Code géographique;Code géographique;290;Briançon;CHAR;3
CODGEO;Code géographique;Code géographique;291;Lure;CHAR;3
CODGEO;Code géographique;Code géographique;292;Paimpol;CHAR;3
CODGEO;Code géographique;Code géographique;293;Saint-Pol-sur-Ternoise;CHAR;3
CODGEO;Code géographique;Code géographique;294;Chinon;CHAR;3
CODGEO;Code géographique;Code géographique;295;Saint-Marcellin;CHAR;3
CODGEO;Code géographique;Code géographique;296;Roscoff - Saint-Pol-de-Léon;CHAR;3
CODGEO;Code géographique;Code géographique;297;Vittel - Contrexéville;CHAR;3
CODGEO;Code géographique;Code géographique;298;Porto-Vecchio;CHAR;3
CODGEO;Code géographique;Code géographique;299;Yvetot;CHAR;3
CODGEO;Code géographique;Code géographique;300;Saint-Amand-Montrond;CHAR;3
CODGEO;Code géographique;Code géographique;301;Le Luc;CHAR;3
CODGEO;Code géographique;Code géographique;302;Capbreton;CHAR;3
CODGEO;Code géographique;Code géographique;303;Somain;CHAR;3
CODGEO;Code géographique;Code géographique;304;L'Isle-sur-la-Sorgue;CHAR;3
CODGEO;Code géographique;Code géographique;305;Carhaix-Plouguer;CHAR;3
CODGEO;Code géographique;Code géographique;306;Gaillac;CHAR;3
CODGEO;Code géographique;Code géographique;307;Neufchâteau;CHAR;3
CODGEO;Code géographique;Code géographique;308;Hirson;CHAR;3
CODGEO;Code géographique;Code géographique;309;Ussel;CHAR;3
CODGEO;Code géographique;Code géographique;310;Orthez;CHAR;3
CODGEO;Code géographique;Code géographique;311;Luçon;CHAR;3
CODGEO;Code géographique;Code géographique;312;Lannemezan;CHAR;3
CODGEO;Code géographique;Code géographique;313;Morteau;CHAR;3
CODGEO;Code géographique;Code géographique;314;Bédarieux;CHAR;3
CODGEO;Code géographique;Code géographique;315;Saint-Jean-d'Angély;CHAR;3
CODGEO;Code géographique;Code géographique;316;Le Grau-du-Roi;CHAR;3
CODGEO;Code géographique;Code géographique;317;Amnéville - Rombas;CHAR;3
CODGEO;Code géographique;Code géographique;318;Issoudun;CHAR;3
CODGEO;Code géographique;Code géographique;319;Saint-Claude;CHAR;3
