IRIS;DEC_PIMP18;DEC_TP6018;DEC_Q118;DEC_MED18;DEC_Q318;DEC_EQ18;DEC_D118;DEC_D218;DEC_D318;DEC_D418;DEC_D618;DEC_D718;DEC_D818;DEC_D918;DEC_RD18;DEC_S80S2018;DEC_GI18;DEC_PACT18;DEC_PTSA18;DEC_PCHO18;DEC_PBEN18;DEC_PPEN18;DEC_PAUT18;DEC_NOTE18
041120105;53.7;18.2;15590;23540;32150;0.7;8730;13870;17430;20730;26380;30040;34980;46290;5.3;31.6;0.735;23.6;20.3;1;2.3;13;63.4;0
041120106;50.5;20.2;14820;22050;30350;0.7;7700;12880;16500;19290;24860;28170;33220;43180;5.6;7;0.335;57.3;51;2.7;3.6;29.3;13.4;0
041120107;;;5640;11520;20880;1.32;2170;4800;6990;8780;14500;18620;22910;30770;14.2;16.8;0.451;56.3;49.3;5.1;1.9;36;7.7;0
041120108;55.4;14.9;16860;24500;34700;0.73;10350;14890;18380;21450;28130;32040;38230;45290;4.4;5.6;0.315;56.9;50;2;4.9;30.7;12.4;0
041120109;55.4;17.4;15490;23930;35390;0.83;9200;13940;17350;20640;27900;32330;38510;47900;5.2;6.6;0.346;62.4;53.9;2.4;6.1;26.2;11.4;0
050230102;;;12650;18860;26930;0.76;7340;11120;14050;16540;21060;24590;29170;37360;5.1;7.7;0.362;59.8;50.2;4.4;5.2;35.2;5;0
050230103;48.8;17.4;15340;20930;27750;0.59;10050;13910;16380;18700;23120;25940;30390;38310;3.8;5;0.302;63.4;54;4;5.4;29.9;6.7;0
050230104;53.5;17.6;15020;21430;29040;0.65;9570;13600;16550;19200;24080;26750;30890;40030;4.2;5.6;0.325;63;52.1;3.7;7.2;30.3;6.7;0
050230105;49.6;20.6;14450;20500;28340;0.68;9440;12790;15430;18050;22920;25930;30550;37130;3.9;5.4;0.319;67.9;58.5;3.8;5.6;25.3;6.8;0
050610101;34.1;38.9;8580;16160;22930;0.89;2960;7090;10390;13290;18330;21420;24830;31490;10.6;13.2;0.396;71.8;60.5;5.7;5.6;24.3;3.9;0
050610102;48.7;23.3;13560;20420;28770;0.75;7610;11570;15070;17650;23260;26810;30880;39640;5.2;6.8;0.336;53;45.4;2.7;4.9;41.1;5.9;0
050610103;56.7;17.5;15740;22440;31430;0.7;10010;13980;17360;19620;25520;29200;34240;44230;4.4;6.2;0.335;62.1;53.1;2.3;6.7;31.8;6.1;0
050610104;63.4;11.6;18030;24940;33730;0.63;12360;16490;19130;22040;27710;31670;36700;47930;3.9;5.7;0.349;63.6;50.1;2;11.5;25.2;11.2;0
050610105;47.3;22.6;13770;20290;28330;0.72;7610;11700;14910;17820;22840;25990;30650;37860;5;6.5;0.33;53.6;46.9;2.5;4.2;40;6.4;0
050610106;37.7;40.9;8020;16130;24690;1.03;3550;6580;9910;12660;18970;22650;27160;35670;10;12.9;0.408;58.2;49;3.5;5.7;36.9;4.9;0
050610107;45.2;28.4;11580;18500;26020;0.78;6220;9740;13350;16280;21290;24390;27940;35190;5.7;8;0.357;59.1;52.9;3.1;3.1;33.7;7.2;0
050610108;46.2;26.5;12550;20830;29800;0.83;5280;10420;14590;17830;23580;27200;32490;40160;7.6;9.6;0.374;60.8;51.2;2.4;7.2;31.9;7.3;0
050610109;58.7;12.5;17850;24700;34450;0.67;11750;16050;19550;22540;28210;31930;38060;48180;4.1;5.7;0.324;61.2;49.3;1.7;10.2;29.8;9;0
050610110;40.5;31.9;10950;18390;24770;0.75;4760;9370;12510;15230;20610;23200;26690;33490;7;9.3;0.368;47.8;40.7;3.6;3.5;46.6;5.6;0
050610111;45.5;28.1;12110;19470;25390;0.68;5720;9790;13690;16600;21530;23530;27590;33380;5.8;7.4;0.329;55.1;48.4;3;3.7;42;2.9;0
050610112;53;16.9;15330;21590;29480;0.66;9890;14080;16710;19360;24230;27390;31420;38330;3.9;5;0.296;53.2;47;2.6;3.6;42.7;4.1;0
050610113;47.5;19.8;14730;20520;26850;0.59;8910;13030;16290;18500;22700;25090;28550;34910;3.9;5.1;0.285;55.5;48.8;2.6;4.1;40.7;3.8;0
050610114;54.5;14.1;16900;22110;29690;0.58;11720;15110;18130;20080;24460;27550;31870;38090;3.2;4.5;0.287;62.8;56.7;2.1;4;31.6;5.6;0
050610115;41.8;35.2;9090;17490;26030;0.97;3360;7580;10680;14580;20750;24040;28400;34810;10.4;12.7;0.389;52.3;45.9;3.8;2.6;42.2;5.5;0
050610116;54.9;19;14990;21620;28160;0.61;9370;13480;16380;19090;24440;26680;30150;37550;4;5.2;0.299;67;60.3;2.8;3.9;27.9;5.1;0
050610201;57.2;;17040;22740;29660;0.55;12690;16280;18360;20910;24990;27480;31890;40000;3.2;4;0.272;62.4;54.4;2.4;5.6;30.9;6.7;0
060040101;53.3;24.6;13320;21070;32870;0.93;4610;10150;15120;19130;24950;29330;35370;45040;9.8;11.4;0.387;74;66.2;2.8;5;17.2;8.8;0
060040102;63.4;13;17940;25010;33830;0.64;11890;16430;19680;22460;28040;31200;36090;43400;3.7;5.1;0.307;69.3;63;2.4;3.9;23.5;7.2;0
060040104;69.3;9.6;20090;29040;41160;0.73;13230;18380;21350;25050;33010;37920;44600;57360;4.3;5.8;0.335;65.2;52.8;3;9.4;24.6;10.2;0
060040105;67.4;11.9;18900;28120;42340;0.83;11580;17360;20660;24370;32680;38720;46650;62270;5.4;6.8;0.359;60.2;52;2.3;5.9;29.7;10.1;0
060040106;62.3;16.8;16760;25270;36110;0.77;9530;14370;18670;21810;29230;33880;39620;48290;5.1;6.6;0.335;68.1;59.5;2.8;5.8;25.6;6.3;0
060040107;55.6;21.4;14060;21530;30350;0.76;7510;12200;16080;19000;24710;28010;32970;40170;5.3;6.8;0.333;71.8;64.7;3.2;3.9;23.5;4.7;0
060040108;57.8;21.2;14300;22220;31970;0.8;8300;12390;16680;19400;25080;29340;34830;42670;5.1;6.8;0.337;71.7;64.6;2.9;4.2;24.7;3.6;0
060040109;61.7;18;15600;23130;31940;0.71;9400;13740;17350;20340;26100;29790;34480;43370;4.6;5.9;0.32;75.1;68.5;3.2;3.4;20.8;4.1;0
060040110;65.3;11.9;18500;25930;36520;0.69;12040;16180;19990;22770;29350;33720;39820;49440;4.1;5.2;0.315;63.8;56.1;3;4.7;27;9.2;0
060040111;56.1;21.2;14490;23300;32940;0.79;8110;12690;16230;19960;26140;30420;36130;45880;5.7;7.9;0.372;51.8;45.2;2.8;3.8;38;10.2;0
060040112;62.7;13.4;17490;25070;35160;0.7;11300;15630;19100;21900;27860;32530;37380;47010;4.2;5.4;0.308;65.8;59.9;2.5;3.4;28.5;5.7;0
060040114;53.9;21.1;14130;21570;30530;0.76;7250;12440;15650;18930;24410;28510;34580;46090;6.4;7.9;0.365;57.7;50;3.3;4.4;34.9;7.4;0
060040115;44.9;33.2;10500;18590;30750;1.09;4790;8900;12080;15100;22650;27320;34560;45710;9.5;12.8;0.42;61.6;52.1;3.9;5.6;27.5;10.9;0
060040116;60.6;15.8;16500;23440;31640;0.65;10330;14810;18160;20770;26350;29900;34060;41680;4;5;0.288;75.9;68.9;3.1;3.9;21.1;3;0
060040117;66.7;13.7;18160;26740;37060;0.71;10420;16040;19700;23530;30100;34310;40250;51450;4.9;6.1;0.331;64.3;55.7;2.8;5.8;27.5;8.2;0
060040118;56.3;18.6;15310;23110;33580;0.79;8930;13500;16860;19950;26530;30700;37240;47940;5.4;7.1;0.352;59;51.9;2.7;4.4;33.9;7.1;0
060040119;62.1;11.6;17790;24670;34540;0.68;12270;16130;19310;22010;27550;31730;37580;48830;4;5.6;0.335;74.3;66.5;2.9;4.9;19.8;5.9;0
060040120;51.7;23.2;13440;20980;31670;0.87;7320;11460;15440;18250;23980;29400;34440;44960;6.1;8.2;0.377;59.4;52.4;3.1;3.9;32.2;8.4;1
060040121;63.3;;17400;25440;36940;0.77;11240;15150;18660;22350;28320;33400;40720;51300;4.6;5.9;0.334;56.1;47.9;2.9;5.3;35.4;8.5;0
060040122;64.6;14.4;17370;27600;42380;0.91;10490;15250;19820;23660;32400;38030;46650;64290;6.1;11;0.472;57.3;48.3;2.2;6.8;22;20.7;0
060040123;53.6;22;14000;21540;30740;0.78;8000;12200;15500;18530;24330;28270;33660;43800;5.5;7.2;0.354;53.6;47.2;3;3.4;38.5;7.9;0
060040124;58.9;19.8;15320;24620;38250;0.93;7720;13200;17380;20960;28850;34530;42540;56630;7.3;9.3;0.396;48.5;39.4;2.9;6.2;39.9;11.6;0
060040125;51.2;30;11310;19460;30190;0.97;5580;9430;12980;15990;23660;28060;33860;43150;7.7;11.3;0.42;49.3;41.8;3.5;4;39.8;10.9;0
060040126;52.1;24.8;13020;20110;28930;0.79;6670;11300;14810;17540;23320;26720;31490;41000;6.1;7.9;0.354;63.7;55.7;4.2;3.8;31;5.3;0
060120101;61.5;20.3;14680;23670;34630;0.84;7630;12940;16460;20440;27940;31950;38410;50890;6.7;8.9;0.4;71.4;65.7;2.5;3.2;23.3;5.3;0
060120102;57.5;24.5;13140;20710;30180;0.82;6550;10920;14880;17740;23850;28000;32850;42340;6.5;8.2;0.366;71.5;67.8;2.6;1.1;23.3;5.2;0
060120103;61.1;17.2;15400;22050;29500;0.64;9510;13930;16700;19450;24800;28050;32290;38820;4.1;5.4;0.306;78.6;75.1;2;1.5;18.9;2.5;0
060120104;64.5;15.9;15850;22580;32840;0.75;9960;14480;17120;19860;25850;29760;35680;45340;4.6;6.4;0.355;76.7;72.6;2.1;2;19.4;3.9;0
060120105;58.9;24.8;13010;20950;30390;0.83;7270;11140;14760;17550;24440;28180;33160;43520;6;8.6;0.383;73.9;68.9;2.1;2.9;21;5.1;0
060270101;46.4;30.8;11160;18650;27000;0.85;5910;9540;12780;15850;21880;25140;29550;36900;6.2;7.7;0.35;62.7;56;3.4;3.3;33.4;3.9;0
060270102;44.9;29.3;11710;18190;25470;0.76;6320;10290;13200;15730;20980;23950;27790;33810;5.4;6.6;0.328;75.9;67.3;4.9;3.7;22.2;1.9;0
060270103;55.8;18.5;15380;22380;32830;0.78;8730;13480;16880;20050;25730;30070;36150;45560;5.2;7;0.35;63.1;56;2.6;4.5;29.3;7.6;0
060270104;63.9;13.3;17340;26420;38160;0.79;10860;15860;18780;22180;30020;34790;41010;53810;5;6.2;0.344;68.9;58.9;2.9;7.1;22.9;8.2;0
060270105;65;14;17100;25320;36780;0.78;10190;15250;18730;22060;29130;34210;40470;51990;5.1;6.4;0.342;63.1;52.7;2.9;7.5;30.7;6.2;0
060270107;52.4;20.9;14630;21010;28610;0.67;7440;12710;15820;18550;23380;26400;31250;38140;5.1;6.3;0.319;48.9;42;3.1;3.8;46.2;4.9;0
060270108;52.7;19.5;14780;21720;29730;0.69;8750;13230;16410;19360;24250;27370;32920;41350;4.7;6.2;0.329;45;39.2;2.5;3.3;48.7;6.3;0
060270109;61.3;12.9;17690;24610;33670;0.65;11220;15930;19110;21840;27620;31350;36830;47260;4.2;5.4;0.312;48.2;42.3;2.5;3.4;43.4;8.4;0
060270110;60.7;12.9;17350;24590;33350;0.65;11780;15700;18870;21590;27850;31780;36140;47480;4;5.1;0.307;58.5;51.9;2.8;3.8;33.4;8.1;0
060270111;62.9;15.4;16600;25650;36810;0.79;10570;14990;18800;21780;29110;33360;39600;49930;4.7;5.9;0.325;65.9;57.8;2.2;5.9;27.9;6.2;0
060270112;66.3;10.1;19450;27160;37060;0.65;12820;17370;21050;24390;30960;34780;40490;52990;4.1;5.7;0.337;66.5;57.9;2.7;5.9;21;12.5;0
060270113;63.3;12.6;18120;25210;34450;0.65;11240;16280;19540;22190;28200;32090;37730;46320;4.1;5.7;0.329;65.2;57;2.5;5.7;28.2;6.6;0
060270114;57.3;17;15930;23480;33160;0.73;9380;14120;17340;20130;26760;30940;35750;46990;5;6.5;0.347;62;54.6;2.9;4.5;30.5;7.5;0
060270115;66.4;13.8;18350;27380;40200;0.8;10720;16680;19930;23220;31630;36730;44230;56450;5.3;7;0.36;65.5;55;3.3;7.2;23.4;11.1;0
060270116;;;14410;21120;29130;0.7;8990;13190;15830;18290;24240;27350;32250;39010;4.3;5.4;0.313;46.5;39.9;3.1;3.5;46.7;6.8;0
060270117;52.6;22.4;14030;21620;28620;0.67;7690;12150;15360;18560;24120;26780;30630;37350;4.9;5.9;0.306;50.9;45.2;2.9;2.8;44.3;4.8;0
060290101;59.4;18.7;16140;26410;42530;1;6700;13970;18490;22320;31980;38440;48910;69120;10.3;14.2;0.468;32.9;25.2;2;5.7;44;23.1;0
060290102;54.5;23.1;13780;22150;34060;0.92;6560;11780;15520;19040;26270;30920;38000;49550;7.6;10.3;0.406;34.8;26.2;2.9;5.7;53.4;11.8;0
060290103;61.9;19.8;15560;27140;45150;1.09;7320;13100;17480;22370;32910;40100;51320;78640;10.7;21.8;0.57;32.1;25.2;1.9;5;36.1;31.8;0
060290104;58.3;17.8;15880;24340;36420;0.84;9040;13970;17750;20700;28690;33550;39730;56840;6.3;10.3;0.439;51.2;38.9;2.8;9.5;35.2;13.6;0
060290105;54.4;24;13240;21430;31060;0.83;6920;11100;14730;17920;24050;28570;34270;43900;6.3;9.1;0.388;63.8;55.6;4.4;3.8;27.9;8.3;0
060290106;66.4;18.9;16080;27220;48090;1.18;7170;13610;17580;22570;33660;42140;53690;80890;11.3;23.7;0.597;37.4;28.1;2;7.3;29.3;33.3;0
060290107;50.9;27.3;12290;20440;30830;0.91;7010;10680;13790;17180;24240;28540;34600;45230;6.5;8.4;0.386;56;46.4;3.6;6;36.2;7.8;0
060290108;40;35.6;9790;16980;24760;0.88;4290;8580;11210;13990;19150;22670;27580;35640;8.3;10.2;0.387;64.3;53.9;5.1;5.3;31.5;4.2;0
060290109;45.1;34;10010;17550;28290;1.04;5290;8500;11510;14830;20860;25090;31830;41330;7.8;11.3;0.426;60;49.6;5;5.4;29.6;10.4;0
060290110;48.8;28.2;11810;19250;32920;1.1;5160;10070;13510;16200;23340;29890;38840;56070;10.9;15.3;0.471;41.7;34.9;2.8;4;40.5;17.8;0
060290111;50.9;26.8;12190;22250;38600;1.19;4530;9920;14290;18060;28480;34570;43670;59990;13.3;22.1;0.544;29.1;25;1.5;2.6;42.4;28.5;0
060290112;52.4;26.8;12420;20860;31110;0.9;6490;10820;14250;17670;24290;28230;35010;49860;7.7;11.1;0.431;54.5;41.8;3.5;9.2;36;9.5;0
060290113;56.1;19.5;15010;23700;34010;0.8;8580;13100;17100;20630;26720;30930;37090;49930;5.8;7.9;0.374;55.5;45.8;3.4;6.3;35.2;9.3;0
060290114;54.7;23.1;13700;21700;31140;0.8;7020;11770;15460;18330;24870;28530;35040;46750;6.7;8.6;0.386;62.7;53.7;3;6;29.6;7.7;0
060290115;53.5;22.5;13850;21940;31250;0.79;7440;12170;15150;18940;25390;29090;34870;44560;6;7.8;0.367;59.7;47.8;5.3;6.6;30.6;9.7;0
060290116;43.8;31.1;10830;18660;29780;1.02;5430;9250;12440;15590;22060;27160;33540;49040;9;13.1;0.454;49.7;40.3;4.3;5.1;36;14.3;0
060290117;;;10650;19050;30440;1.04;4290;8660;12280;15850;22450;27470;35790;51730;12.1;17.5;0.485;46.3;37.1;3.6;5.6;36.6;17.1;0
060290118;38;35.5;9960;16810;23410;0.8;4210;8810;11570;14240;19180;22080;25760;32520;7.7;8.8;0.363;64.5;57.5;4.4;2.6;30;5.5;0
060290119;48.5;26.6;12380;19840;30790;0.93;6280;10710;14190;17520;23480;28400;35200;49050;7.8;11.3;0.438;52.2;43.8;3.3;5.1;35.1;12.7;0
060290120;61.9;14.7;16940;24900;34620;0.71;10690;15300;18330;21380;27820;31820;38500;50020;4.7;7;0.37;72.1;61.2;3.6;7.3;20.9;7;0
060290121;65;16.9;16970;27480;43780;0.98;8820;14590;19350;23320;32550;38680;49770;66740;7.6;12.3;0.462;39.6;31.1;2;6.5;40.8;19.6;0
060290122;57.5;18.9;15570;23610;36770;0.9;9030;13400;17090;19780;27930;33210;39890;53880;6;9.3;0.417;56;46.8;2.9;6.3;32.4;11.6;0
060290123;46;26.8;12320;19180;26830;0.76;6960;10940;14040;16500;21790;24940;28920;35240;5.1;6.4;0.325;62.5;55.1;4.4;3;32.9;4.6;0
060290125;41;34.9;10020;17170;24740;0.86;4000;8820;11540;14380;19710;22500;26370;32380;8.1;9.5;0.355;57;49.7;4.7;2.6;38.9;4.1;0
060290126;47.9;24.4;13120;19270;26380;0.69;8250;11530;14250;16900;21900;24750;28350;34200;4.1;5;0.29;62.3;56.6;3.9;1.8;34.5;3.2;0
060290127;35.2;39.7;9390;14920;21800;0.83;4340;7550;10910;13100;17210;20160;23820;29320;6.8;8.3;0.34;67.5;61.3;4.9;1.3;30.2;2.3;0
060290128;26.7;51.5;7280;12800;18860;0.91;2770;6100;8570;10400;15130;17740;20950;26360;9.5;10.3;0.367;72.8;62.9;8;1.9;26.2;1;0
060290130;37.8;37.4;10140;15960;23320;0.83;5820;8750;11350;13480;18460;21520;25020;30330;5.2;7;0.329;74.8;68.3;5.3;1.2;24.1;1.1;0
060290131;38.1;37.2;9740;15750;23000;0.84;4340;8180;11010;13490;18400;21110;25180;33030;7.6;9.5;0.374;69.6;62;5.7;1.9;26.7;3.7;0
060290132;49.2;31.5;11150;18210;25830;0.81;6240;10020;12610;15490;20840;24070;27850;35790;5.7;7.3;0.345;82.6;73.2;5.4;4;15;2.4;1
060300101;;;11310;18310;24420;0.72;5590;10020;13050;16000;20740;23420;26360;32040;5.7;6.6;0.312;69.2;61.9;4.5;2.8;28.8;2;0
060300102;57.1;14.7;16380;22810;30660;0.63;10700;15040;17530;20250;25740;29130;33720;42400;4;5.1;0.304;67.3;57.3;3.2;6.8;27.5;5.2;0
060300103;54.5;21.4;14030;20760;28020;0.67;9410;12570;15620;18340;23180;26450;30410;37110;3.9;5.1;0.296;72.9;63.9;4.1;4.9;23.9;3.2;0
060300104;57.3;15;16650;23020;31230;0.63;10020;14750;17710;20060;25880;29280;33110;43400;4.3;5.4;0.303;63.3;54.3;3.7;5.3;31.8;4.9;0
060300105;47.1;22.4;13780;19670;25810;0.61;8430;12140;15010;17190;21930;24160;27820;32900;3.9;4.8;0.278;71;65;3.6;2.4;26.9;2.1;0
060300106;;;16310;23400;30060;0.59;9100;14550;17650;20330;25560;28790;32860;40740;4.5;5.6;0.309;65.2;55.6;3.1;6.5;29.2;5.6;0
060300107;49.6;23.4;13500;19990;27910;0.72;7860;11930;14700;17470;22530;26160;30320;37750;4.8;6.3;0.328;63.8;54.7;4;5.1;31.2;5;0
060300108;58.3;18.1;15420;23110;31610;0.7;9400;13680;17150;19960;26050;29550;34270;42640;4.5;6.1;0.328;64.4;54.2;3.3;6.9;28.8;6.8;0
060300109;45.7;26.1;12710;18600;26600;0.75;6220;10180;14170;16540;21110;24530;28750;34340;5.5;7.6;0.347;61.1;52.9;3.2;5;32.6;6.3;0
060300110;50.9;25.9;12440;20630;30780;0.89;6150;11050;14200;17510;24220;27700;33670;47110;7.7;11.1;0.428;61.3;50.1;3.8;7.4;28.3;10.4;0
060300111;50.4;25.2;12870;19830;29910;0.86;6450;10830;14240;17200;23210;27620;33150;41810;6.5;8.6;0.378;54.9;44.1;3.8;7;37.8;7.3;0
060300112;53.7;23;13760;20970;29620;0.76;6880;11590;15110;17860;23530;27370;32230;39570;5.8;6.8;0.328;66.1;56.5;4.8;4.8;28.6;5.3;0
060300113;46.1;31;10600;18550;26820;0.87;5300;9130;12280;15400;21430;25100;29720;38020;7.2;9.4;0.375;60.6;49.8;5.3;5.5;34.1;5.3;0
060300114;50.7;24.5;13170;20860;32600;0.93;6830;11340;14650;17700;24450;29550;36070;48330;7.1;10.1;0.412;55.5;47.9;3.4;4.2;32.1;12.4;0
060300115;57.2;20.3;14900;23230;32800;0.77;8270;12900;16830;20200;26480;30740;36290;45980;5.6;7.7;0.364;60.4;50.1;3.4;6.9;32.7;6.9;0
060300116;56.3;23.8;13300;21380;33960;0.97;6780;11090;15120;18120;24870;30810;37680;49130;7.2;10.8;0.417;64;52.9;3.8;7.3;25.5;10.5;0
060300117;59.2;23.9;14070;28590;49690;1.25;5220;10110;17610;22870;35150;44520;57540;84040;16.1;30.2;0.58;46.5;35.6;1.4;9.5;25;28.5;0
060330101;;;17580;23450;29700;0.52;11840;15950;18720;21420;25710;28420;31550;35910;3;3.5;0.234;72;66.7;3;2.3;26.2;1.8;0
060330102;36.7;35.3;9730;16850;23300;0.81;5560;8480;11100;14510;19260;21900;25010;29570;5.3;6.5;0.315;71.7;65.7;4.7;1.3;27;1.3;0
060330103;32.4;44.6;8780;14620;21350;0.86;4220;7350;10000;11620;16990;19570;22780;26650;6.3;7;0.327;69.9;62.8;5.7;1.4;28.6;1.5;0
060330105;66.9;8.9;19450;26480;35510;0.61;13430;17730;20870;23700;29530;33090;38010;46710;3.5;4.6;0.294;72;65;2.3;4.7;19;9;1
060690101;45.8;29.2;11620;18190;26240;0.8;6030;9750;13140;15420;20950;24400;28840;35670;5.9;8.1;0.363;71.8;63.9;4.4;3.5;22.3;5.9;0
060690102;58.7;15.8;16550;23670;33430;0.71;9830;15000;18050;20670;26470;30470;36230;48200;4.9;7.5;0.394;65.2;56.8;2.9;5.5;22.6;12.2;0
060690103;48.4;28.5;11730;19370;27130;0.79;6200;10250;13600;16680;22470;25310;29800;37670;6.1;8.1;0.349;71.1;62.1;4;5;24.7;4.2;0
060690104;65.8;10;19280;26240;35780;0.63;13000;17700;20560;23340;29770;33170;38800;48660;3.7;5;0.311;75;67.1;2.8;5.1;19.1;5.9;0
060690105;50.5;21.3;13930;19850;26870;0.65;9250;12680;15390;17730;22400;24930;28880;35840;3.9;5.2;0.312;68.8;62.8;3.6;2.4;25.4;5.8;0
060690106;46.8;31.7;10870;18250;25520;0.8;6620;9370;12540;15790;20720;23690;27340;33980;5.1;6.6;0.334;75.3;68.1;4.7;2.5;22.2;2.5;0
060690107;56.4;18.1;15180;22870;30540;0.67;9090;13610;16580;20070;25680;28830;32630;40310;4.4;5.5;0.309;74.9;66.3;3.7;4.9;21;4.1;0
060690108;63.2;14.2;16830;23600;31270;0.61;10040;15480;18470;21190;26450;29690;33780;41540;4.1;5.5;0.312;70.8;65;2.7;3.1;22.3;6.9;0
060690109;36.8;42.4;8580;15370;22110;0.88;4330;7480;9810;12450;17830;20380;24130;29930;6.9;8.6;0.361;74.4;66.6;5.5;2.3;23;2.6;0
060690110;;;16770;23980;34920;0.76;10600;14960;18100;21210;27290;31510;38480;54250;5.1;8;0.413;64.7;57;2.8;4.9;19.5;15.8;0
060690111;20.7;66.5;3730;8490;15890;1.43;190;2960;4500;6500;10990;13990;18460;24500;131;36.2;0.485;75;62.8;8.8;3.4;20.6;4.4;0
060690112;63.2;15.6;16850;25290;37850;0.83;9850;14690;18810;21870;29960;35180;41660;56670;5.8;7.7;0.385;66.5;55.9;2.9;7.7;21.6;11.9;0
060690113;50.2;29.9;11450;19490;29040;0.9;6340;10120;13020;16250;22700;26670;31690;39550;6.2;8;0.371;72.1;64.5;4;3.6;22.5;5.4;0
060690114;70.3;8.7;20740;28840;41650;0.72;14000;18840;22130;25810;32890;38440;45320;56470;4;5.4;0.327;68.1;59.9;2.3;5.9;22.5;9.4;0
060690115;60.7;;17850;27280;39530;0.79;12100;16340;19660;23150;31990;36420;43910;56510;4.7;7.3;0.393;59.1;52.2;1.8;5.1;28.9;12;0
060690116;59.3;15.5;16670;24750;36810;0.81;10690;14430;18560;21150;28380;33070;41330;53330;5;7.5;0.391;66;53.9;2.7;9.4;24.8;9.2;0
060690117;68.6;11.6;19320;27410;37030;0.65;12210;17360;20840;24390;30970;34440;40420;51890;4.3;6.1;0.343;61.2;53.7;2.3;5.2;28.9;9.9;0
060790102;;;15720;21910;30180;0.66;9280;13900;16940;19350;24920;28200;32790;40180;4.3;5.4;0.308;71.3;63.5;3.6;4.2;24;4.7;0
060790103;61.5;13.1;17570;26470;37700;0.76;10940;15890;19940;23310;30080;34520;43090;56680;5.2;7;0.368;60.5;52.8;2.9;4.8;28;11.5;0
060790104;70.1;10.8;19880;30850;45180;0.82;12440;17610;21840;26160;35830;41430;48990;67090;5.4;7.5;0.381;49.6;41.4;2.3;5.9;34.6;15.8;0
060790105;58.8;15.2;17010;24460;35600;0.76;10200;14950;18500;21310;28120;32480;38400;48540;4.8;7;0.363;54;45.9;3.2;4.9;34.8;11.2;0
060790106;60.3;15.8;16230;23750;33220;0.72;9220;14590;17690;20670;26970;31300;36350;48040;5.2;6.4;0.334;41;34.6;2.8;3.6;49.8;9.2;0
060790107;49.9;22.8;13710;20550;28570;0.72;7220;11970;14830;17680;23180;26660;31660;39850;5.5;7;0.342;60.4;52.9;4.1;3.4;33.5;6.1;0
060790108;55.6;16.8;15490;22290;29990;0.65;9640;13880;17030;19680;24950;28020;31800;38430;4;5.3;0.302;58;51.5;3.6;2.9;36.5;5.5;0
060790109;54;16.8;15660;21900;31090;0.7;9140;14330;17310;19530;24900;28670;34390;43110;4.7;6.8;0.361;55.7;48.8;3.7;3.2;30.8;13.5;0
060830101;55.5;20.5;14080;22660;32690;0.82;8020;12760;16530;19940;25900;30190;36150;44800;5.6;7;0.339;58.8;52.6;2.7;3.5;35.6;5.6;0
060830102;57.6;18.1;15220;22740;32500;0.76;9240;13540;16820;19910;26040;29870;35620;46030;5;6.9;0.357;66.2;58.7;3.2;4.3;28.3;5.5;0
060830103;54.2;22;13850;21750;31770;0.82;7500;12350;15620;18490;24970;28890;35060;45030;6;8;0.372;52;46;2.4;3.6;39.6;8.4;0
060830104;50.6;22.7;13750;20780;29980;0.78;7170;12130;15050;17960;23960;27170;33000;42030;5.9;7.5;0.356;55.4;48.3;2.7;4.4;35.6;9;0
060830105;42.8;30.5;11360;18150;26280;0.82;5700;9570;12870;15320;20850;24170;28590;36730;6.4;9;0.372;58.4;53.2;2.8;2.4;35.6;6;0
060830106;54.3;19;15260;22430;31310;0.72;9010;13430;16670;19410;25610;29080;34060;41890;4.7;7.3;0.367;55.5;49.5;2.3;3.7;36.7;7.8;0
060830201;62.3;17.5;15710;23590;32260;0.7;9470;14250;17540;20300;27400;30640;35490;44660;4.7;6.1;0.33;73.9;66.7;3.2;4;21.4;4.7;0
060830202;55.4;17.8;15300;21570;28980;0.63;9230;13690;16760;19500;24340;27410;31120;38340;4.2;5.2;0.3;72.3;65.5;2.9;3.9;23.8;3.9;0
060830203;58.6;17.5;16360;24330;36870;0.84;8500;14330;17880;20630;28640;33630;40450;53450;6.3;10.5;0.435;47.5;39.4;1.8;6.3;35.9;16.6;0
060830204;56.9;17.8;15470;23020;31010;0.67;9570;13620;17040;19880;25600;29170;33400;42490;4.4;5.8;0.319;68.4;60.1;2.8;5.5;25.8;5.8;0
060830205;50.6;19.9;14320;20470;28250;0.68;9210;13000;15840;18070;23410;26340;30350;35980;3.9;5.1;0.296;71.4;65.7;3.3;2.4;25.4;3.2;0
060830206;53.3;22.1;14000;20550;28830;0.72;8120;12330;15120;17850;23660;26940;31030;38130;4.7;6.1;0.324;71.3;64;3.2;4.1;23;5.7;0
060840101;75.1;;23490;34170;47570;0.7;15400;20740;25280;28940;38410;44100;51870;68390;4.4;5.8;0.339;66.5;59.2;2.3;5;20.4;13.1;0
060840102;64;13;17910;26890;38210;0.76;11140;16200;20340;23530;30340;34990;42990;55940;5;6.5;0.351;73.2;64.2;2.9;6.1;20.8;6;0
060840103;;;17680;26650;39890;0.83;10840;15800;19300;23080;30500;36200;44480;57220;5.3;7.3;0.377;64.3;57.6;2.3;4.4;22.9;12.8;0
060840104;60.5;12.8;17850;25030;36890;0.76;11370;15580;19620;22370;28370;33480;41990;55790;4.9;6.3;0.349;63.4;56.1;2.4;4.9;28.2;8.4;0
